timestep|name|longitude|latitude|accumulated_precipitation_1_minute_total|accumulated_precipitation_1_minute_total_qc|air_pressure_near_surface_1_minute_mean|air_pressure_near_surface_1_minute_mean_qc|air_pressure_near_surface_mean_sea_level_1_minute_mean|air_pressure_near_surface_mean_sea_level_1_minute_mean_qc|air_temperature_near_surface_1_minute_mean|air_temperature_near_surface_1_minute_mean_qc|air_temperature_near_surface_secondary_1_minute_mean|air_temperature_near_surface_secondary_1_minute_mean_qc|air_temperature_near_surface_sensor2_1_minute_mean|air_temperature_near_surface_sensor2_1_minute_mean_qc|cloud_base_height_layer1_1_minute_30_minute_rolling_min|cloud_base_height_layer1_1_minute_30_minute_rolling_min_qc|cloud_base_height_layer2_1_minute_30_minute_rolling_min|cloud_base_height_layer2_1_minute_30_minute_rolling_min_qc|cloud_base_height_layer3_1_minute_30_minute_rolling_min|cloud_base_height_layer3_1_minute_30_minute_rolling_min_qc|cloud_cover_layer1_1_minute_30_minute_weighted_mean|cloud_cover_layer1_1_minute_30_minute_weighted_mean_qc|cloud_cover_layer2_1_minute_30_minute_weighted_mean|cloud_cover_layer2_1_minute_30_minute_weighted_mean_qc|cloud_cover_layer3_1_minute_30_minute_weighted_mean|cloud_cover_layer3_1_minute_30_minute_weighted_mean_qc|cloud_cover_total_1_minute_30_minute_weighted_mean|cloud_cover_total_1_minute_30_minute_weighted_mean_qc|dew_point_temperature_1_minute_mean|dew_point_temperature_1_minute_mean_qc|direct_solar_irradiance_1_minute_60_minute_total|direct_solar_irradiance_1_minute_60_minute_total_qc|direct_solar_irradiance_1_minute_binary|direct_solar_irradiance_1_minute_binary_qc|direct_solar_irradiance_1_minute_mean|direct_solar_irradiance_1_minute_mean_qc|direct_solar_irradiance_secondary_1_minute_mean|direct_solar_irradiance_secondary_1_minute_mean_qc|global_radiation_1_minute_mean|global_radiation_1_minute_mean_qc|land_surface_temperature_concrete_1_minute_mean|land_surface_temperature_concrete_1_minute_mean_qc|land_surface_temperature_grass_1_minute_mean|land_surface_temperature_grass_1_minute_mean_qc|meteorological_optical_range_horizontal_1_minute_mean|meteorological_optical_range_horizontal_1_minute_mean_qc|precipitation_intensity_1_minute_rolling_algorithm|precipitation_intensity_1_minute_rolling_algorithm_qc|present_weather_1_minute_10_minute_weighted_mean|present_weather_1_minute_10_minute_weighted_mean_qc|relative_humidity_near_surface_1_minute_mean|relative_humidity_near_surface_1_minute_mean_qc|snow_depth_1_minute_mean|snow_depth_1_minute_mean_qc|soil_temperature_100cm_1_minute_mean|soil_temperature_100cm_1_minute_mean_qc|soil_temperature_10cm_1_minute_mean|soil_temperature_10cm_1_minute_mean_qc|soil_temperature_30cm_1_minute_mean|soil_temperature_30cm_1_minute_mean_qc|wind_direction_near_surface_1_minute_mean|wind_direction_near_surface_1_minute_mean_qc|wind_speed_near_surface_1_minute_mean|wind_speed_near_surface_1_minute_mean_qc
2026-07-01T17:43:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.715|{"good": []}|||16.09986545|{"good": []}|||||1800.0|{"good": []}|3400.0|{"good": []}||{"good": []}|7.0|{"good": []}|6.0|{"good": []}||{"good": []}|8.0|{"good": []}|||207.9143021|{"good": []}|||121.4452167|{"good": []}|||0.0|{"good": []}|20.48416388|{"good": []}|17.48736377|{"good": []}|48792.5|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|75.86|{"good": []}|||15.61446093|{"good": []}|19.74449928|{"good": []}|15.92760957|{"good": []}|208.4798605|{"good": []}|17.00091667|{"good": []}
2026-07-01T17:44:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.735|{"good": []}|||16.05574738|{"good": []}|||||1800.0|{"good": []}|3400.0|{"good": []}||{"good": []}|7.0|{"good": []}|6.0|{"good": []}||{"good": []}|8.0|{"good": []}|||204.9082196|{"good": []}|||127.2625386|{"good": []}|||0.0|{"good": []}|20.54510135|{"good": []}|17.6229535|{"good": []}|47325.5|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|75.3|{"good": []}|||15.61405865|{"good": []}|19.74333857|{"good": []}|15.92831511|{"good": []}|219.4046154|{"good": []}|17.03545833|{"good": []}
2026-07-01T17:45:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.765|{"good": []}|||16.10737044|{"good": []}|||||1800.0|{"good": []}|3400.0|{"good": []}||{"good": []}|7.0|{"good": []}|6.0|{"good": []}||{"good": []}|8.0|{"good": []}|||202.3693604|{"good": []}|||132.3365658|{"good": []}|||0.0|{"good": []}|20.62467985|{"good": []}|17.70844951|{"good": []}|52480.0|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|75.825|{"good": []}|||15.61430852|{"good": []}|19.74324101|{"good": []}|15.92907069|{"good": []}|204.9957078|{"good": []}|13.37095833|{"good": []}
2026-07-01T17:46:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.805|{"good": []}|||16.17530762|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|7.0|{"good": []}|7.0|{"good": []}||{"good": []}|8.0|{"good": []}|||200.0608364|{"good": []}|||125.9373349|{"good": []}|||0.0|{"good": []}|20.70738143|{"good": []}|17.83834949|{"good": []}|50459.0|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|76.225|{"good": []}|||15.61440845|{"good": []}|19.74202776|{"good": []}|15.93023158|{"good": []}|204.1968116|{"good": []}|14.4065|{"good": []}
2026-07-01T17:47:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.78|{"good": []}|||16.18729212|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|7.0|{"good": []}|7.0|{"good": []}||{"good": []}|8.0|{"good": []}|||197.7194838|{"good": []}|||117.8786014|{"good": []}|||0.0|{"good": []}|20.74908325|{"good": []}|17.92726733|{"good": []}|46889.5|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|76.415|{"good": []}|||15.61395621|{"good": []}|19.74182514|{"good": []}|15.93073697|{"good": []}|216.4420227|{"good": []}|16.62245833|{"good": []}
2026-07-01T17:48:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.805|{"good": []}|||16.18845385|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|7.0|{"good": []}|7.0|{"good": []}||{"good": []}|8.0|{"good": []}|||195.4060475|{"good": []}|||128.2630269|{"good": []}|||0.0|{"good": []}|20.72314672|{"good": []}|17.91075509|{"good": []}|46770.0|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|76.225|{"good": []}|||15.61370635|{"good": []}|19.74117224|{"good": []}|15.93189786|{"good": []}|211.4922183|{"good": []}|12.043|{"good": []}
2026-07-01T17:49:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.795|{"good": []}|||16.32700142|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|7.0|{"good": []}|7.0|{"good": []}||{"good": []}|8.0|{"good": []}|||192.9833593|{"good": []}|||135.3981613|{"good": []}|||0.0|{"good": []}|20.87705945|{"good": []}|18.03396126|{"good": []}|44230.0|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|76.96|{"good": []}|||15.61355644|{"good": []}|19.74121977|{"good": []}|15.93275102|{"good": []}|199.3581061|{"good": []}|12.65445833|{"good": []}
2026-07-01T17:50:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.735|{"good": []}|||16.3247829|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|7.0|{"good": []}|7.0|{"good": []}||{"good": []}|8.0|{"good": []}|||190.3127788|{"good": []}|||133.2778786|{"good": []}|||0.0|{"good": []}|21.08844179|{"good": []}|18.17292536|{"good": []}|45322.5|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|76.5625|{"good": []}|||15.61375882|{"good": []}|19.7390009|{"good": []}|15.93335898|{"good": []}|203.3872077|{"good": []}|16.02404167|{"good": []}
2026-07-01T17:51:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.675|{"good": []}|||16.29502026|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|7.0|{"good": []}|7.0|{"good": []}||{"good": []}|8.0|{"good": []}|||187.5843148|{"good": []}|||132.4054745|{"good": []}|||0.0|{"good": []}|21.1098486|{"good": []}|18.21008603|{"good": []}|46923.0|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|76.3725|{"good": []}|||15.61395871|{"good": []}|19.738348|{"good": []}|15.93426718|{"good": []}|201.5220652|{"good": []}|15.97141667|{"good": []}
2026-07-01T17:52:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.59|{"good": []}|||16.15068155|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|7.0|{"good": []}|8.0|{"good": []}||{"good": []}|8.0|{"good": []}|||184.9406394|{"good": []}|||133.344221|{"good": []}|||0.0|{"good": []}|21.04301476|{"good": []}|18.14548321|{"good": []}|46328.5|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|75.6675|{"good": []}|||15.61410863|{"good": []}|19.73723732|{"good": []}|15.9350703|{"good": []}|206.796942|{"good": []}|19.8065|{"good": []}
2026-07-01T17:53:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.575|{"good": []}|||16.13677832|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|6.0|{"good": []}|8.0|{"good": []}||{"good": []}|8.0|{"good": []}|||182.7321669|{"good": []}|||136.0427877|{"good": []}|||0.0|{"good": []}|20.86310804|{"good": []}|18.03486542|{"good": []}|49636.5|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|75.7975|{"good": []}|||15.6145109|{"good": []}|19.73632676|{"good": []}|15.93593096|{"good": []}|196.4049422|{"good": []}|17.73645833|{"good": []}
2026-07-01T17:54:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.585|{"good": []}|||16.09462894|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|6.0|{"good": []}|8.0|{"good": []}||{"good": []}|8.0|{"good": []}|||180.6923416|{"good": []}|||136.0836161|{"good": []}|||0.0|{"good": []}|20.82835693|{"good": []}|17.99690299|{"good": []}|51403.5|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|75.84|{"good": []}|||15.61410863|{"good": []}|19.73451564|{"good": []}|15.93683916|{"good": []}|204.4810299|{"good": []}|17.793875|{"good": []}
2026-07-01T17:55:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.54|{"good": []}|||16.0831441|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|6.0|{"good": []}|8.0|{"good": []}||{"good": []}|8.0|{"good": []}|||178.6083274|{"good": []}|||134.3163128|{"good": []}|||0.0|{"good": []}|20.72213734|{"good": []}|17.93739048|{"good": []}|50235.0|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|75.88|{"good": []}|||15.61360391|{"good": []}|19.73325237|{"good": []}|15.93759474|{"good": []}|204.1062769|{"good": []}|18.494375|{"good": []}
2026-07-01T17:56:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.56|{"good": []}|||16.05730634|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|6.0|{"good": []}|8.0|{"good": []}||{"good": []}|8.0|{"good": []}|||176.2897041|{"good": []}|||131.0336516|{"good": []}|||0.0|{"good": []}|20.5802597|{"good": []}|17.90068439|{"good": []}|49217.5|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|75.87|{"good": []}|||15.61370635|{"good": []}|19.73204413|{"good": []}|15.93850544|{"good": []}|203.2094624|{"good": []}|16.50308333|{"good": []}
2026-07-01T17:57:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.565|{"good": []}|||16.02764363|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|6.0|{"good": []}|8.0|{"good": []}||{"good": []}|8.0|{"good": []}|||173.8206004|{"good": []}|||134.8967042|{"good": []}|||0.0|{"good": []}|20.45479946|{"good": []}|17.88860306|{"good": []}|50303.0|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|76.1125|{"good": []}|||15.61390624|{"good": []}|19.73123863|{"good": []}|15.93941364|{"good": []}|198.4165689|{"good": []}|16.00191667|{"good": []}
2026-07-01T17:58:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.575|{"good": []}|||16.13088725|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|6.0|{"good": []}|8.0|{"good": []}||{"good": []}|8.0|{"good": []}|||171.4929517|{"good": []}|||138.4045255|{"good": []}|||0.0|{"good": []}|20.53628928|{"good": []}|17.96336898|{"good": []}|53067.5|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|76.67|{"good": []}|||15.61355394|{"good": []}|19.72901726|{"good": []}|15.94072215|{"good": []}|202.9436646|{"good": []}|13.81975|{"good": []}
2026-07-01T17:59:00Z|Aberporth Automatic Weather Station|-4.57|52.14|0.0|{"good": []}|1007.62|{"good": []}|||16.09880615|{"good": []}|||||1800.0|{"good": []}|3600.0|{"good": []}||{"good": []}|6.0|{"good": []}|8.0|{"good": []}||{"good": []}|8.0|{"good": []}|||169.2423823|{"good": []}|||137.468618|{"good": []}|||0.0|{"good": []}|20.59446346|{"good": []}|18.00123149|{"good": []}|49737.0|{"good": []}|0.0|{"good": []}|NSW|{"good": []}|76.6425|{"good": []}|||15.61355643|{"good": []}|19.72700102|{"good": []}|15.94147773|{"good": []}|209.9279323|{"good": []}|16.37595833|{"good": []}
